entity_id,name,department,locality,address,street,door,capacity,phone,email,legal_name,rut,highest_stage,msp_final,mides_social,msp_registro_historico,pacp,historical_certificate_count,historical_certificates,historical_first_year,historical_latest_year,latest_public_date,source_record_count,source_types_count,latitude,longitude,geocode_confidence,geocode_method,geocode_score,geocode_source,source_urls
ELP-0051,La Quinta,Canelones,San Jacinto,Ruta 11 Km 135.500,Ruta 11,Km 135.500,,43909952,,,,Certificado Social MIDES,False,True,True,False,1,067/2022,2022,2022,2024-07-15,2,2,-34.7614724,-55.7784711,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/canelones-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0052,La Rochelle,Canelones,Shangrila,Del Estio Esq. Circunvalacion Del Uruguay M33 S16,Del Estio Esq. Circunvalacion Del Uruguay,M33 S16,,26824963,,,,Certificado Social MIDES,False,True,True,False,1,081/2021,2021,2021,2024-07-15,2,2,-34.8543527,-55.9932883,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/canelones-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0053,LA SOÑADA,Canelones,COSTA- SOLYMAR,Pinos M3 S13,Pinos M,3 S13,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,011/2023,2023,2023,2023,1,1,-34.8332503,-55.9543655,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0054,La Tacuara,Canelones,,James Summer M42 S3 - Ciudad de la Costa,James Summer M,42 S3 - Ciudad de la Costa,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,036/2018,2018,2018,2018,1,1,-34.8231134,-55.9580425,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0055,LOS LAGOS,Canelones,SOLYMAR,"LOS PINOS, MANZANA3,SOLAR 13","LOS PINOS, MANZANA","3,SOLAR 13",,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,084/2022,2022,2022,2022,1,1,-34.7299575,-56.0954741,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0056,Luz Del Sol,Canelones,Lagomar,Luz Del Sol M58 S5,Luz Del Sol,M58 S5,,26832205,,,,Certificado Social MIDES,False,True,False,False,0,,,,2024-07-15,1,1,-34.8532904,-55.9871916,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/canelones-establecimientos-larga-estadia-para-personas-mayores-certificado-social""]"
ELP-0057,LUZ DEL SOL,Canelones,CANELONES,MANZANA 58 SOLAR 5,MANZANA,58 SOLAR 5,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,026/2022,2022,2022,2022,1,1,-34.3571689,-55.657482,media,puerta más cercana en la misma calle,76,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0058,MALLET,Canelones,BARROS BLANCOS,RUTA 8 Y RUTA 74. INTENDENTE RIVERA S/N,RUTA,8 Y RUTA 74. INTENDENTE RIVERA S/N,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,002/2022,2022,2022,2022,1,1,-34.442073,-56.1768937,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0059,Mi Lugar,Canelones,,Zorilla 1126,Zorilla,1126,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,116/2019,2019,2019,2019,1,1,-34.7628792,-55.5704345,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0060,Mi Sueño,Canelones,,Giannattasio 236,Giannattasio,236,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,053/2019,2019,2019,2019,1,1,-34.8304314,-55.9746061,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0061,MIS CONSENTIDOS,Canelones,SUR,CALLE 8 ESQ. CALLE 15,CALLE,8 ESQ. CALLE 15,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,081/2022,2022,2022,2022,1,1,-34.7427686,-55.7222615,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0062,NOA,Canelones,LAS PIEDRAS,BATLLE ORDOÑEZ 688,BATLLE ORDOÑEZ,688,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,105/2022,2022,2022,2022,1,1,-34.7260397,-56.219158,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0063,NUEVO AMANECER,Canelones,La Floresta,Argentina Esq Las Flores M6 Solar 7,Argentina Esq Las Flores M,6 Solar 7,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,048/2023,2023,2023,2023,1,1,-34.7215584,-56.2093055,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0064,Pinares,Canelones,Solymar,James Summer M42 S7,James Summer,M42 S7,,97324119,,,,Certificado Social MIDES,False,True,False,False,0,,,,2024-07-15,1,1,-34.8231134,-55.9580425,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/canelones-establecimientos-larga-estadia-para-personas-mayores-certificado-social""]"
ELP-0065,PINARES,Canelones,CIUDAD DE LA COSA,Summer M24 S7 esq Marquez Castro,Summer M,24 S7,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,005/2023,2023,2023,2023,1,1,-34.8231134,-55.9580425,media,puerta más cercana en la misma calle,84,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0066,PRIMAVERA,Canelones,LAS PIEDRAS,BVAR. ARTIGAS 365,BVAR. ARTIGAS,365,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,120/2022,2022,2022,2022,1,1,-34.7320782,-56.0311454,media,puerta más cercana en la misma calle,86,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0067,Primavera I,Canelones,Las Piedras,Av. Artigas 365,Av. Artigas,365,14,098632348,katiapiria@hotmail.com,,,Habilitación final MSP,True,False,False,False,0,,,,2026-06-30,1,1,-34.7265308,-56.2069736,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf""]"
ELP-0068,PROCURA RESIDENCIAL EX BELLA ESTDIA,Canelones,CANELONES,"AV GIANNATASSIO MANZANA 47, SOLAR 4",AV GIANNATASSIO MANZANA,"47, SOLAR 4",,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,085/2022,2022,2022,2022,1,1,-34.7671965,-55.8597327,media,puerta más cercana en la misma calle,89,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0069,Residencial Del Lago,Canelones,Barra De Carrasco,Av. De Las Americas 5500,Av. De Las Americas,5500,,26003503,,,,Certificado Social MIDES,False,True,True,False,2,"064/2018, 065/2020",2018,2020,2024-07-15,3,2,-34.8651927,-56.0304142,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-desarrollo-social/etiqueta/otros/canelones-establecimientos-larga-estadia-para-personas-mayores-certificado-social"", ""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0070,Residencia Puentecasa,Canelones,,Calle 22 entre Calle 5 y Av. Artigas - Atlántida,Calle,22,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,025/2018,2018,2018,2018,1,1,-34.7408442,-55.7165062,media,puerta más cercana en la misma calle,89,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0071,Residencial Brasil,Canelones,Lucia,Brasil 106,Brasil,106,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,089/2021,2021,2021,2021,1,1,-34.4551762,-56.3915198,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0072,Residencial El Gaucho,Canelones,,Ildefonso de León s/n - Tala,Ildefonso de León,S/N,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,043/2018,2018,2018,2018,1,1,-34.3549167,-55.766262,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0073,Residencial El Ibirapitá,Canelones,Atlantida,"Calle 16, Manzana 114 , Solar 0007",Calle,"16, Manzana 114 , Solar 0007",,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,006/2021,2021,2021,2021,1,1,-34.7414611,-55.7183169,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0074,Residencial Solís,Canelones,Parque del Plata,Rambla Costanera Artigas 13187,Rambla Costanera Artigas,13187,,,,,,Certificado de registro MSP (histórico),False,False,True,False,2,"005/2021, 066/2021",2021,2021,2021,2,1,-34.7580632,-55.7463464,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0075,Residencial En Flia,Canelones,Ciudad De La Paz,Cesar Mayo Gutierrez 161,Cesar Mayo Gutierrez,161,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,038/2021,2021,2021,2021,1,1,-34.7645014,-56.2279616,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0076,Residencial Estrella,Canelones,,Ruta 8 esquina Zeus,Ruta,8,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,063/2019,2019,2019,2019,1,1,-34.442073,-56.1768937,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0077,Residencial Hogar San Vicente de Paul,Canelones,Las Piedras,Julio Sosa 674,Julio Sosa,674,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,083/2021,2021,2021,2021,1,1,-34.7468388,-56.2153284,media,puerta más cercana en la misma calle,89,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0078,Residencial Jardines de Neptunia,Canelones,Canelones,sito en Ruta 34 km 48 Neptunia,sito en Ruta,34 km 48 Neptunia,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,110/2020,2020,2020,2020,1,1,-34.5078609,-56.2637942,baja,centroide de localidad,35,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0079,Residencial Las Tres Marias,Canelones,Atlantida,Atlantida,Atlantida,,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,029/2020,2020,2020,2020,1,1,-34.8022396,-56.0020188,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0080,Residencial Las Tres Marías,Canelones,Atlantida,"Ruta 11 y comienzo del camino P del Plata, s/n",Ruta,11,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,057/2020,2020,2020,2020,1,1,-34.4522299,-55.9930328,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0081,Residencial Margarita Susana Rodriguez Llull,Canelones,,"Tres Banderas entres Catalán y Cerrito, Solar 18 manzana 52","Tres Banderas entres Catalán y Cerrito, Solar",18 manzana 52,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,155/2019,2019,2019,2019,1,1,-34.7579949,-55.988549,media,puerta más cercana en la misma calle,89,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0082,Residencial Maria Bacelar,Canelones,,Rio de Janeiro s/n Mz 124 S.5,Rio de Janeiro s/n Mz,124 S.5,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,050/2019,2019,2019,2019,1,1,-34.8372604,-55.9849075,alta,calle y puerta exacta,100,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0083,Residencial Mi Sueño,Canelones,San Jacinto,"Ruta 11 km 148,500",Ruta 11,"Km 148,500",,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,057/2021,2021,2021,2021,1,1,-34.7403502,-55.7771261,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0084,Residencial Olimpo,Canelones,Canelones,Canelones 2324,Canelones,2324,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,101/2020,2020,2020,2020,1,1,-34.6477299,-56.0677961,media,puerta más cercana en la misma calle,89,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0085,"Residencial Rincon de los abuelos Costa Rica y Nicaragua Chalet El Remanso Eudoxio Vivas s/n Brasil 750 Marco Bruto 1213 Dr. Arregui 352 Ceibal 404 Av. Pedragosa Sierra y el Havre, padrón 7084 Calderón de la Barca, Solar 1, manzana 83, barrio Jardines de Córdoba Hugo de los Santos Recarte 1284 AV. Bvar Artigas 4101 Waldemar Hansen 1764 Hilario Ascasubi 4114 Nuble Gonzalez Olaza s/n Coquimbo 2309 Cesar Mayo Gutierrez 161 Salto 1176 Rambla Rep de Mexico 5913 18 de julio 1283 Juan Carlos Blanco 3362 Roman Guerra 724 Tenerife esq. Prado Alberdi 6250 Sosa Bernadet 475 Luis A de Herrera 2720 Batalla de las Piedras 232 Instrucciones 947 Bvar España 2516 Luis Cavia 2996 Echevarriarza 3456 Sarandi 1236 Av Agraciada 3080 Veracierto 2787 Agraciada 2405 Ruta 11 km 148,500 Ramon Anador 3481 Margarita 5707 Av Garzon 973 Asilo 3479 26 de marzo 3322 Av Horacio Acosta y Lara 7286 Manuel Lavalleja 1063 Juan de Dios Peza 1920",Canelones,,Juan de Dios Peza 1920 Punta del Este Lascano Salto Montevideo Salto Pan de Azúcar Punta del Este Punta del Este Montevideo Montevideo Montevideo Montevideo San Carlos Montevideo Ciudad de la Paz Montevideo Montevideo Soriano Montevideo Maldonado Punta del Este Montevideo Sarandi del Yi Montevideo Ciudad de Durazno Montevideo Montevideo Montevideo Montevideo Ciudad de Paysandu Montevideo Montevideo Montevideo San Jacinto Montevideo Montevideo Montevideo Montevideo Montevideo Montevideo Treinta y Tres Montevideo,Juan de Dios Peza,1920 Punta del Este Lascano Salto Montevideo Salto Pan de Azúcar Punta del Este Punta del Este Montevideo Montevideo Montevideo Montevideo San Carlos Montevideo Ciudad de la Paz Montevideo Montevideo Soriano Montevideo Maldonado Punta del Este Montevideo Sarandi del Yi Montevideo Ciudad de Durazno Montevideo Montevideo Montevideo Montevideo Ciudad de Paysandu Montevideo Montevideo Montevideo San Jacinto Montevideo Montevideo Montevideo Montevideo Montevideo Montevideo Treinta,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,065/2021,2021,2021,2021,1,1,-34.5320561,-56.4097288,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0086,Residencial Romanela,Canelones,,Sarandí s/n,Sarandí,S/N,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,177/2019,2019,2019,2019,1,1,-34.625648,-56.1026622,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0087,Residencial Senescentis II,Canelones,El Pinar,Perez Butler manzana 257 solar 2,Perez Butler manzana,257 solar 2,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,055/2020,2020,2020,2020,1,1,-34.8047558,-55.9038521,alta,calle y puerta exacta,75,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0088,Residencial Sol y Aire,Canelones,,Ruta 8 vieja km 57500,Ruta 8 vieja,Km 57500,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,067/2019,2019,2019,2019,1,1,-34.6681556,-55.7522746,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0089,Residencial Sol y Aire,Canelones,,Zenón Burgueño s/n,Zenón Burgueño,S/N,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,156/2019,2019,2019,2019,1,1,-34.6774497,-55.7127955,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0090,SOLYMAR,Canelones,SOLYMAR SUR,ROCHA ENTRE GRAL GESTIDO Y ACHIRAS,ROCHA ENTRE GRAL GESTIDO Y ACHIRAS,,,,,,,Certificado de registro MSP (histórico),False,False,True,False,2,"148/2019, 097/2022",2019,2022,2022,2,1,-34.5756825,-56.2533798,media-baja,centroide de calle,70,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
ELP-0091,SAN CONO,Canelones,SAN RAMON,18 de Julio s/n,,18 de Julio s/n,,,,,,Certificado de registro MSP (histórico),False,False,True,False,1,057/2023,2023,2023,2023,1,1,-34.2921177,-55.9516599,baja,centroide de localidad,35,Direcciones Geográficas del Uruguay (IDE),"[""https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2024-03/ELEPEM%20CERTIFICADOS%207-3-2024.pdf""]"
