record_id,entity_id,source_type,source_title,source_date,source_url,source_document,source_row,department,locality,name,address,street,door,capacity,email,phone,certificate_number,certificate_year,director_technical,legal_name,rut
MSPF-058,ELP-0468,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,58,Montevideo,Montevideo,Las Huellas,Constituyente 1845,Constituyente,1845,18,daniel.6031@gmail.com,,,,,,
MSPF-059,ELP-0507,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,59,Montevideo,Montevideo,Los Alpes,Fernandez Crespo 1776,Fernandez Crespo,1776,28,info@losalpes.com.uy,,,,,,
MSPF-060,ELP-0418,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,60,Montevideo,Montevideo,Happy Life,8 de Octubre 3205,,8 de Octubre 3205,30,a.dure@hotmail.com - gerardo.notte@gmail.com,,,,,,
MSPF-061,ELP-0378,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,61,Montevideo,Montevideo,Dos Soles,Augusto Turenne 3322,Augusto Turenne,3322,21,residencialdossoles@gmail.com,,,,,,
MSPF-062,ELP-0501,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,62,Montevideo,Montevideo,Les Jardins,Avda. Italia 5910,Avda. Italia,5910,18,residencial@lesjardins.com donamaria1@gmail.com -,,,,,,
MSPF-063,ELP-0374,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,63,Montevideo,Montevideo,Doña María,Humachiri 4126,Humachiri,4126,11,residencialdonamaria1@gmai.com,,,,,,
MSPF-064,ELP-0661,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,64,Montevideo,Montevideo,Villa Amanda,Santa Lucía 4175,Santa Lucía,4175,10,ceciliavillalba09@gmail.com,,,,,,
MSPF-065,ELP-0435,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,65,Montevideo,Montevideo,Hogar Israelita,Burgues 3194,Burgues,3194,140,carladicandia@hogarisraelita.org.uy lascuatroestaciones2968@hotmail.com -,,,,,,
MSPF-066,ELP-0364,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,66,Montevideo,Montevideo,Cuatro Estaciones,República del Salvador 2968,República del Salvador,2968,19,laoficina720@adinet.com.uy,,,,,,
MSPF-067,ELP-0337,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,67,Montevideo,Montevideo,Casa Tranquila,Américo Ricaldoni 2876,Américo Ricaldoni,2876,16,residencialcasatranquila@gmail.com,,,,,,
MSPF-068,ELP-0376,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,68,Montevideo,Montevideo,Dorita,Gral. Flores 3674,Gral. Flores,3674,18,oliveramariela9070@gmail.com,,,,,,
MSPF-069,ELP-0536,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,69,Montevideo,Montevideo,Mis Nietos,Bulevar Artigas 4251,Bulevar Artigas,4251,30,pelutictac@hotmail.com,,,,,,
MSPF-070,ELP-0566,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,70,Montevideo,Montevideo,Remansum I,Charrúa 2224,Charrúa,2224,34,nelly.amira@hotmail.com,,,,,,
MSPF-071,ELP-0431,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,71,Montevideo,Montevideo,Hogar De Ancianos Piebu,Fernandez Crespo 1768/70,Fernandez Crespo,1768/70,20,piebu@vera.com.uy,,,,,,
MSPF-072,ELP-0495,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,72,Montevideo,Montevideo,Tres Marías,Mario Cassinoni 1120,Mario Cassinoni,1120,21,mboramas@adinet.com.uy laoficina720@vera.com.uy,,,,,,
MSPF-073,ELP-0390,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,73,Montevideo,Montevideo,El Remanso,Jaime Cibils 2848,Jaime Cibils,2848,37,polloetcheverry@hotmail.com,,,,,,
MSPF-074,ELP-0656,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,74,Montevideo,Montevideo,Umpierrez,Juan Manuel Blanes 1274,Juan Manuel Blanes,1274,23,andreaumpierrez71@hotmail.com,094163189,,,,,
MSPF-075,ELP-0489,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,75,Montevideo,Montevideo,Las Gardenias 3,Belastiqui 1490,Belastiqui,1490,13,rositalaguardia@gmail.com thegreenhome@adinet.com.uy -,,,,,,
MSPF-076,ELP-0696,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,76,Montevideo,Montevideo,The Green Home,Bolivia 2436,Bolivia,2436,29,greenhome@adinet.com.uy,,,,,,
MSPF-077,ELP-0327,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,77,Montevideo,Montevideo,Casa Andreoni,Ing. Luis Andreoni 7228,Ing. Luis Andreoni,7228,10,pabloscremini@hotmail.com,,,,,,
MSPF-078,ELP-0442,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,78,Montevideo,Montevideo,Hogar Montpellier,Luis Alberto de Herrera 1112,Luis Alberto de Herrera,1112,17,hogarmomtpellier@gmail.com,,,,,,
MSPF-079,ELP-0484,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,79,Montevideo,Montevideo,Las Dos Hermanas,Pernas 2565-2571,Pernas,2565-2571,30,gladys-169731@hotmail.com,,,,,,
MSPF-080,ELP-0552,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,80,Montevideo,Montevideo,Old Trafford,Jaime Cibils 2824,Jaime Cibils,2824,20,residencialoldtransford@gmail.com,,,,,,
MSPF-081,ELP-0488,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,81,Montevideo,Montevideo,Las Gardenias 2,Mariano Uriarte 6383,Mariano Uriarte,6383,18,rositalaguardia@gmail.com,,,,,,
MSPF-082,ELP-0309,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,82,Montevideo,Montevideo,Hermanas Del Perpetuo Socorro,Avda. Millán 2934,Avda. Millán,2934,29,alebrigio@gmail.com,,,,,,
MSPF-083,ELP-0395,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,83,Montevideo,Montevideo,En Familia,Matto Grosso 5577,Matto Grosso,5577,18,residencialenfamilia@gmail.com,,,,,,
MSPF-084,ELP-0561,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,84,Montevideo,Montevideo,Polo House,Orleans 2504,Orleans,2504,11,rociospco@hotmail.com,,,,,,
MSPF-085,ELP-0403,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,85,Montevideo,Montevideo,Facundo Zaccaron,Ignacio Núñez 2361,Ignacio Núñez,2361,15,facundoresidencial@hotmail.com,,,,,,
MSPF-086,ELP-0308,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,86,Montevideo,Montevideo,Ascasubí,Ascasubí 4114,Ascasubí,4114,18,residencialascasubi@gmail.com,,,,,,
MSPF-087,ELP-0297,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,87,Montevideo,Montevideo,Amanda I,Guillermo Tell 3888,Guillermo Tell,3888,11,njss_13@hotmail.com,,,,,,
MSPF-088,ELP-0560,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,88,Montevideo,Montevideo,Petit Home,Manuel Pintos Cardeiros 5647,Manuel Pintos Cardeiros,5647,25,petithome16@gmail.com,,,,,,
MSPF-089,ELP-0492,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,89,Montevideo,Montevideo,Las Marías,Pilar Costa 36,Pilar Costa,36,27,liliana-mazzei@hotmail.com,,,,,,
MSPF-090,ELP-0286,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,90,Montevideo,Montevideo,Alborada,H. Gutiérrez Ruiz 1223,H. Gutiérrez Ruiz,1223,13,carlaibarra042@gmail.com,,,,,,
MSPF-091,ELP-0436,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,91,Montevideo,Montevideo,Hogar Italiano,Paysandú 1935,Paysandú,1935,29,gerardopilatti@hotmail.com,,,,,,
MSPF-092,ELP-0512,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,92,Montevideo,Montevideo,Los Rosales,Carreras Nacionales 3414,Carreras Nacionales,3414,10,sanitariabandera@gmail.com,,,,,,
MSPF-093,ELP-0537,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,93,Montevideo,Montevideo,Mon Etoile,San Martín 3437,San Martín,3437,20,monetoileresidencial@hotmail.com,,,,,,
MSPF-094,ELP-0548,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,94,Montevideo,Montevideo,Nuevo Amanecer,Gurmendez 2360 entre Goes y Miguelete,Gurmendez,2360,25,ulisescapo@adinet.com.uy administracion@lamaison.com.uy –,,,,,,
MSPF-095,ELP-0470,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,95,Montevideo,Montevideo,La Maison,26 de Marzo 3322,,26 de Marzo 3322,58,lourdestel@gmail.com,,,,,,
MSPF-096,ELP-0636,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,96,Montevideo,Montevideo,Residencial Ricaldoni,Américo Ricaldoni 1802,Américo Ricaldoni,1802,19,facundoresidencial@hotmail.com karenbarnech@frenchhouse.com.uy -,,,,,,
MSPF-097,ELP-0407,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,97,Montevideo,Montevideo,French House Residencia Arkadia,Celedonio Nin y Silva 2358,Celedonio Nin y Silva,2358,66,frencharkadia@frenchhouse.com.uy,,,,,,
MSPF-098,ELP-0460,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,98,Montevideo,Montevideo,La Belle Epoque,Hugo de los Santos Recarte 1284/86,Hugo de los Santos Recarte,1284/86,26,belleepoqueuy@gmail.com,,,,,,
MSPF-099,ELP-0544,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,99,Montevideo,Montevideo,Nuestras Raíces,Santiago de Anca 1369,Santiago de Anca,1369,40,hogarnuestrasraices@gmail.com,,,,,,
MSPF-100,ELP-0459,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,100,Montevideo,Montevideo,La Amistad,Nueva Palmira 2084,Nueva Palmira,2084,22,shirleyvegafaccio@hotmail.com,,,,,,
MSPF-101,ELP-0517,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,101,Montevideo,Montevideo,María Belën,Rodó 1874,Rodó,1874,22,residencialmariabelen@gmail.com,,,,,,
MSPF-102,ELP-0511,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,102,Montevideo,Montevideo,Los Robles,Quicuyo 974,Quicuyo,974,32,aperciante@adinet.com.uy,,,,,,
MSPF-103,ELP-0471,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,103,Montevideo,Montevideo,La Rosaleda,Agraciada 3157,Agraciada,3157,19,meditsalud@gmail.com,,,,,,
MSPF-104,ELP-0680,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,104,Montevideo,Montevideo,Saniguet,Avda. Millán 3260,Avda. Millán,3260,48,residencialsaniguet@gmail.com,,,,,,
MSPF-105,ELP-0399,msp_habilitacion_final_2026,Establecimientos de Larga Estadía para Personas Mayores habilitados en el país,2026-06-30,https://www.gub.uy/ministerio-salud-publica/sites/ministerio-salud-publica/files/2026-06/ELEPEM%20HABILITADOS%20JUNIO%202026.pdf,ELEPEM HABILITADOS JUNIO 2026.pdf,105,Montevideo,Montevideo,Estilo de Vida 1 Y 2,Bulevar España 2516,Bulevar España,2516,40,rv1@estilodevida.com.uy,,,,,,
